id_corrida,fecha,dia_semana,horario_salida,ruta,terminal_origen,tipo_unidad,capacidad,pasajeros,ocupacion_pct,precio_boleto,ingresos_totales,temporada,anio,mes,mes_nombre,dia_num,es_fin_semana
ADO-01342,2024-08-24,Saturday,16:00,CDMX-TOLUCA,Poniente,OCC,42,35.0,83.3,198.0,6930.0,Alta,2024,8,August,5,1
ADO-00723,2024-10-20,Sunday,11:00,CDMX-QUERÉTARO,Sur,Primera Plus,36,24.0,66.7,304.0,7296.0,Baja,2024,10,October,6,1
ADO-00952,2024-11-23,Saturday,07:00,CDMX-PUEBLA,Norte,OCC,42,42.0,100.0,280.0,11760.0,Baja,2024,11,November,5,1
ADO-01806,2024-11-11,Monday,09:00,CDMX-QUERÉTARO,Norte,ADO GL,48,29.0,60.4,320.0,9280.0,Baja,2024,11,November,0,0
ADO-00215,2024-05-11,Saturday,11:00,CDMX-QUERÉTARO,TAPO,Primera Plus,36,29.0,80.6,320.0,9280.0,Baja,2024,5,May,5,1
ADO-01831,2024-01-24,Wednesday,20:00,CDMX-QUERÉTARO,Poniente,OCC,42,30.0,71.4,384.0,11520.0,Alta,2024,1,January,2,0
ADO-01165,2024-07-30,Tuesday,20:00,CDMX-PUEBLA,Norte,ADO GL,48,37.0,77.1,280.0,10360.0,Alta,2024,7,July,1,0
ADO-00327,2024-05-31,Friday,12:00,CDMX-CUERNAVACA,Observatorio,Primera Plus,36,28.0,77.8,209.0,5852.0,Baja,2024,5,May,4,0
ADO-00561,2024-06-05,Wednesday,14:00,CDMX-PACHUCA,Sur,OCC,42,28.0,66.7,190.0,5320.0,Baja,2024,6,June,2,0
ADO-01087,2024-07-29,Monday,07:00,CDMX-QUERÉTARO,Poniente,,36,33.0,91.7,320.0,10560.0,Alta,2024,7,July,0,0
ADO-01873,2024-06-08,Saturday,16:00,CDMX-CUERNAVACA,Observatorio,Ejecutivo,24,19.0,79.2,220.0,4180.0,Baja,2024,6,June,5,1
ADO-00342,2024-04-02,Tuesday,10:00,CDMX-TLAXCALA,Norte,OCC,42,28.0,66.7,264.0,7392.0,Baja,2024,4,April,1,0
ADO-00148,2024-08-21,Wednesday,10:00,CDMX-PUEBLA,Poniente,OCC,42,20.0,47.6,280.0,5600.0,Alta,2024,8,August,2,0
ADO-01883,2024-03-19,Tuesday,11:00,CDMX-PACHUCA,TAPO,Primera Plus,36,18.0,50.0,209.0,3762.0,Baja,2024,3,March,1,0
ADO-01108,2024-07-27,Saturday,08:00,CDMX-QUERÉTARO,Poniente,OCC,42,36.0,85.7,320.0,11520.0,Alta,2024,7,July,5,1
ADO-00849,2024-12-19,Thursday,10:00,CDMX-CUERNAVACA,Sur,OCC,42,24.0,57.1,220.0,5280.0,Alta,2024,12,December,3,0
ADO-00967,2024-04-22,Monday,12:00,CDMX-PUEBLA,Norte,OCC,42,23.0,54.8,266.0,6118.0,Baja,2024,4,April,0,0
ADO-01073,2024-10-24,Thursday,14:00,CDMX-CUERNAVACA,Norte,OCC,42,27.0,64.3,242.0,6534.0,Baja,2024,10,October,3,0
ADO-00156,2024-11-22,Friday,20:00,CDMX-QUERÉTARO,TAPO,ADO GL,48,27.0,56.2,352.0,9504.0,Baja,2024,11,November,4,0
ADO-01704,2024-01-04,Thursday,22:00,CDMX-TOLUCA,TAPO,OCC,42,32.0,76.2,180.0,5760.0,Alta,2024,1,January,3,0
ADO-01642,2024-11-03,Sunday,18:00,CDMX-QUERÉTARO,Observatorio,Primera Plus,36,36.0,100.0,320.0,11520.0,Baja,2024,11,November,6,1
ADO-01003,2024-02-04,Sunday,12:00,CDMX-CUERNAVACA,Norte,,36,30.0,83.3,220.0,6600.0,Baja,2024,2,February,6,1
ADO-01888,2024-02-12,Monday,20:00,CDMX-PUEBLA,Norte,Ejecutivo,24,16.0,66.7,336.0,5376.0,Baja,2024,2,February,0,0
ADO-02111,2024-06-14,Friday,20:00,CDMX-QUERÉTARO,Poniente,Ejecutivo,24,14.0,58.3,384.0,5376.0,Baja,2024,6,June,4,0
ADO-01892,2024-01-11,Thursday,11:00,CDMX-TLAXCALA,Poniente,Ejecutivo,24,15.0,62.5,228.0,3420.0,Alta,2024,1,January,3,0
ADO-02228,2024-09-02,Monday,21:00,CDMX-QUERÉTARO,Sur,ADO GL,48,27.0,56.2,320.0,8640.0,Baja,2024,9,September,0,0
ADO-02372,2024-11-11,Monday,20:00,CDMX-TOLUCA,Norte,Primera Plus,36,21.0,58.3,180.0,3780.0,Baja,2024,11,November,0,0
ADO-01204,2024-12-24,Tuesday,15:00,CDMX-CUERNAVACA,Norte,ADO GL,48,34.0,70.8,220.0,7480.0,Alta,2024,12,December,1,0
ADO-01671,2024-12-20,Friday,21:00,CDMX-QUERÉTARO,Poniente,Primera Plus,36,22.0,61.1,320.0,7040.0,Alta,2024,12,December,4,0
ADO-02365,2024-01-09,Tuesday,08:00,CDMX-PUEBLA,Sur,ADO GL,48,34.0,70.8,280.0,9520.0,Alta,2024,1,January,1,0
ADO-01753,2024-03-03,Sunday,08:00,CDMX-PACHUCA,Norte,Ejecutivo,24,22.0,91.7,228.0,5016.0,Baja,2024,3,March,6,1
ADO-01829,2024-06-14,Friday,16:00,CDMX-QUERÉTARO,Sur,OCC,42,26.0,61.9,352.0,9152.0,Baja,2024,6,June,4,0
ADO-02025,2024-12-12,Thursday,14:00,CDMX-PACHUCA,Observatorio,ADO GL,48,13.0,27.1,180.5,2346.5,Alta,2024,12,December,3,0
ADO-02261,2024-03-12,Tuesday,09:00,CDMX-PUEBLA,Poniente,Primera Plus,36,30.0,83.3,280.0,8400.0,Baja,2024,3,March,1,0
ADO-00939,2024-05-10,Friday,18:00,CDMX-PACHUCA,Poniente,OCC,42,34.0,81.0,180.5,6137.0,Baja,2024,5,May,4,0
ADO-02263,2024-10-06,Sunday,22:00,CDMX-PUEBLA,Sur,OCC,42,41.0,97.6,266.0,10906.0,Baja,2024,10,October,6,1
ADO-00347,2024-01-09,Tuesday,12:00,CDMX-QUERÉTARO,TAPO,Ejecutivo,24,11.0,45.8,384.0,4224.0,Alta,2024,1,January,1,0
ADO-02103,2024-02-15,Thursday,17:00,CDMX-QUERÉTARO,Norte,Primera Plus,36,25.0,69.4,320.0,8000.0,Baja,2024,2,February,3,0
ADO-02495,2024-07-26,Friday,19:00,CDMX-CUERNAVACA,Norte,ADO GL,48,31.0,64.6,220.0,6820.0,Alta,2024,7,July,4,0
ADO-01454,2024-02-26,Monday,19:00,CDMX-PACHUCA,Norte,Ejecutivo,24,24.0,100.0,180.5,4332.0,Baja,2024,2,February,0,0
ADO-00386,2024-12-14,Saturday,18:00,CDMX-CUERNAVACA,Observatorio,Ejecutivo,24,24.0,100.0,220.0,5280.0,Alta,2024,12,December,5,1
ADO-01617,2024-02-12,Monday,06:00,CDMX-PUEBLA,TAPO,Ejecutivo,24,16.0,66.7,308.0,4928.0,Baja,2024,2,February,0,0
ADO-01675,2024-12-07,Saturday,19:00,CDMX-TOLUCA,TAPO,ADO GL,48,48.0,100.0,180.0,8640.0,Alta,2024,12,December,5,1
ADO-00244,2024-02-10,Saturday,14:00,CDMX-PUEBLA,Poniente,Primera Plus,36,34.0,94.4,336.0,11424.0,Baja,2024,2,February,5,1
ADO-02486,2024-07-25,Thursday,07:00,CDMX-TLAXCALA,Sur,ADO GL,48,43.0,89.6,240.0,10320.0,Alta,2024,7,July,3,0
ADO-00937,2024-08-17,Saturday,16:00,CDMX-TOLUCA,TAPO,Ejecutivo,24,28.0,70.8,216.0,3672.0,Alta,2024,8,August,5,1
ADO-02165,2024-04-04,Thursday,08:00,CDMX-PUEBLA,Sur,Primera Plus,36,35.0,97.2,336.0,11760.0,Baja,2024,4,April,3,0
ADO-00313,2024-12-19,Thursday,21:00,CDMX-PACHUCA,Sur,ADO GL,48,35.0,72.9,190.0,6650.0,Alta,2024,12,December,3,0
ADO-02459,2024-10-24,Thursday,15:00,CDMX-QUERÉTARO,Poniente,Ejecutivo,24,17.0,70.8,352.0,5984.0,Baja,2024,10,October,3,0
ADO-01560,2024-10-04,Friday,08:00,CDMX-PUEBLA,Observatorio,Primera Plus,36,27.0,75.0,280.0,7560.0,Baja,2024,10,October,4,0
ADO-01333,2024-03-14,Thursday,08:00,CDMX-TOLUCA,Observatorio,OCC,42,32.0,76.2,180.0,5760.0,Baja,2024,3,March,3,0
ADO-00969,2024-06-20,Thursday,09:00,CDMX-PUEBLA,Poniente,,48,38.0,79.2,308.0,11704.0,Baja,2024,6,June,3,0
ADO-00661,2024-05-09,Thursday,09:00,CDMX-QUERÉTARO,Observatorio,Primera Plus,36,26.0,72.2,320.0,8320.0,Baja,2024,5,May,3,0
ADO-00936,2024-08-30,Friday,10:00,CDMX-QUERÉTARO,TAPO,OCC,42,24.0,57.1,320.0,7680.0,Alta,2024,8,August,4,0
ADO-00371,2024-07-10,Wednesday,21:00,CDMX-PUEBLA,TAPO,OCC,42,27.0,64.3,280.0,7560.0,Alta,2024,7,July,2,0
ADO-00567,2024-05-31,Friday,19:00,CDMX-QUERÉTARO,Sur,OCC,42,23.0,54.8,304.0,6992.0,Baja,2024,5,May,4,0
ADO-02002,2024-09-14,Saturday,20:00,CDMX-QUERÉTARO,Poniente,Ejecutivo,24,19.0,79.2,352.0,6688.0,Baja,2024,9,September,5,1
ADO-00825,2024-07-13,Saturday,09:00,CDMX-CUERNAVACA,Sur,ADO GL,48,45.0,93.8,264.0,11880.0,Alta,2024,7,July,5,1
ADO-00983,2024-06-15,Saturday,09:00,CDMX-QUERÉTARO,Poniente,ADO GL,48,42.0,87.5,320.0,13440.0,Baja,2024,6,June,5,1
ADO-02024,2024-04-04,Thursday,20:00,CDMX-QUERÉTARO,Sur,,36,17.0,47.2,320.0,5440.0,Baja,2024,4,April,3,0
ADO-01507,2024-09-10,Tuesday,22:00,CDMX-PACHUCA,Poniente,Ejecutivo,24,17.0,70.8,209.0,3553.0,Baja,2024,9,September,1,0
ADO-02167,2024-10-18,Friday,10:00,CDMX-PUEBLA,Norte,ADO GL,48,26.0,54.2,280.0,7280.0,Baja,2024,10,October,4,0
ADO-01747,2024-12-22,Sunday,19:00,CDMX-PUEBLA,Observatorio,OCC,42,42.0,100.0,280.0,11760.0,Alta,2024,12,December,6,1
ADO-00814,2024-08-08,Thursday,08:00,CDMX-QUERÉTARO,Sur,Ejecutivo,24,19.0,79.2,352.0,6688.0,Alta,2024,8,August,3,0
ADO-01431,2024-08-30,Friday,07:00,CDMX-PUEBLA,Observatorio,Ejecutivo,24,20.0,83.3,266.0,5320.0,Alta,2024,8,August,4,0
ADO-00779,2024-07-02,Tuesday,10:00,CDMX-PACHUCA,TAPO,ADO GL,48,30.0,62.5,209.0,6270.0,Alta,2024,7,July,1,0
ADO-01321,2024-07-25,Thursday,15:00,CDMX-TLAXCALA,Observatorio,ADO GL,48,31.0,64.6,240.0,7440.0,Alta,2024,7,July,3,0
ADO-01557,2024-11-05,Tuesday,20:00,CDMX-PUEBLA,Norte,OCC,42,31.0,73.8,266.0,8246.0,Baja,2024,11,November,1,0
ADO-01053,2024-03-01,Friday,10:00,CDMX-QUERÉTARO,Poniente,Primera Plus,36,25.0,69.4,320.0,8000.0,Baja,2024,3,March,4,0
ADO-01856,2024-09-25,Wednesday,10:00,CDMX-TOLUCA,Sur,OCC,42,23.0,54.8,180.0,4140.0,Baja,2024,9,September,2,0
ADO-01014,2024-06-16,Sunday,22:00,CDMX-TOLUCA,Sur,OCC,42,28.0,76.2,180.0,5760.0,Baja,2024,6,June,6,1
ADO-01402,2024-05-23,Thursday,13:00,CDMX-PACHUCA,Sur,ADO GL,48,34.0,70.8,228.0,7752.0,Baja,2024,5,May,3,0
ADO-01750,2024-10-01,Tuesday,07:00,CDMX-CUERNAVACA,Poniente,Ejecutivo,24,22.0,91.7,220.0,4840.0,Baja,2024,10,October,1,0
ADO-02090,2024-08-03,Saturday,09:00,CDMX-PUEBLA,Norte,ADO GL,48,48.0,100.0,280.0,13440.0,Alta,2024,8,August,5,1
ADO-02326,2024-01-18,Thursday,19:00,CDMX-QUERÉTARO,TAPO,OCC,42,36.0,85.7,320.0,11520.0,Alta,2024,1,January,3,0
ADO-00127,2024-05-27,Monday,09:00,CDMX-TOLUCA,Norte,OCC,42,28.0,66.7,171.0,4788.0,Baja,2024,5,May,0,0
ADO-00888,2024-11-23,Saturday,16:00,CDMX-QUERÉTARO,Poniente,Primera Plus,36,29.0,80.6,320.0,9280.0,Baja,2024,11,November,5,1
ADO-02060,2024-10-19,Saturday,10:00,CDMX-QUERÉTARO,Observatorio,Primera Plus,36,27.0,86.1,320.0,9920.0,Baja,2024,10,October,5,1
ADO-01348,2024-11-21,Thursday,22:00,CDMX-TLAXCALA,Sur,,24,18.0,75.0,228.0,4104.0,Baja,2024,11,November,3,0
ADO-01008,2024-08-22,Thursday,08:00,CDMX-PUEBLA,Poniente,OCC,42,36.0,85.7,280.0,10080.0,Alta,2024,8,August,3,0
ADO-00356,2024-10-12,Saturday,10:00,CDMX-CUERNAVACA,Poniente,OCC,42,28.0,71.4,220.0,6600.0,Baja,2024,10,October,5,1
ADO-01004,2024-11-28,Thursday,12:00,CDMX-TOLUCA,Norte,Primera Plus,36,20.0,55.6,180.0,3600.0,Baja,2024,11,November,3,0
ADO-00683,2024-04-27,Saturday,22:00,CDMX-PUEBLA,Poniente,ADO GL,48,37.0,77.1,280.0,10360.0,Baja,2024,4,April,5,1
ADO-00828,2024-01-10,Wednesday,17:00,CDMX-QUERÉTARO,Norte,ADO GL,48,35.0,72.9,320.0,11200.0,Alta,2024,1,January,2,0
ADO-01852,2024-10-06,Sunday,16:00,CDMX-TOLUCA,Norte,Primera Plus,36,36.0,100.0,198.0,7128.0,Baja,2024,10,October,6,1
ADO-00985,2024-01-28,Sunday,10:00,CDMX-TOLUCA,Observatorio,Primera Plus,36,30.0,83.3,198.0,5940.0,Alta,2024,1,January,6,1
ADO-01234,2024-10-28,Monday,21:00,CDMX-PUEBLA,Norte,Ejecutivo,24,23.0,95.8,308.0,7084.0,Baja,2024,10,October,0,0
ADO-02474,2024-01-02,Tuesday,17:00,CDMX-CUERNAVACA,Norte,Ejecutivo,24,15.0,62.5,209.0,3135.0,Alta,2024,1,January,1,0
ADO-00141,2024-05-04,Saturday,10:00,CDMX-TOLUCA,Poniente,OCC,42,36.0,85.7,216.0,7776.0,Baja,2024,5,May,5,1
ADO-00218,2024-11-19,Tuesday,14:00,CDMX-QUERÉTARO,Norte,Ejecutivo,24,14.0,58.3,384.0,5376.0,Baja,2024,11,November,1,0
ADO-02067,2024-10-22,Tuesday,20:00,CDMX-TOLUCA,Sur,,36,12.0,33.3,216.0,2592.0,Baja,2024,10,October,1,0
ADO-02175,2024-01-11,Thursday,21:00,CDMX-PACHUCA,Norte,OCC,42,23.0,54.8,180.5,4151.5,Alta,2024,1,January,3,0
ADO-02237,2024-02-24,Saturday,16:00,CDMX-PUEBLA,Observatorio,OCC,42,35.0,83.3,280.0,9800.0,Baja,2024,2,February,5,1
ADO-01741,2024-06-17,Monday,07:00,CDMX-TLAXCALA,Sur,Primera Plus,36,28.0,77.8,240.0,6720.0,Baja,2024,6,June,0,0
ADO-01489,2024-02-22,Thursday,22:00,CDMX-PACHUCA,Poniente,Primera Plus,36,16.0,44.4,228.0,3648.0,Baja,2024,2,February,3,0
ADO-00023,2024-02-27,Tuesday,15:00,CDMX-QUERÉTARO,TAPO,Primera Plus,36,23.0,63.9,320.0,7360.0,Baja,2024,2,February,1,0
ADO-00712,2024-01-01,Monday,08:00,CDMX-PUEBLA,Sur,ADO GL,48,37.0,77.1,280.0,10360.0,Alta,2024,1,January,0,0
ADO-01158,2024-09-07,Saturday,18:00,CDMX-TOLUCA,Norte,OCC,42,42.0,100.0,216.0,9072.0,Baja,2024,9,September,5,1
ADO-01801,2024-04-03,Wednesday,22:00,CDMX-PACHUCA,Poniente,Ejecutivo,24,21.0,87.5,190.0,3990.0,Baja,2024,4,April,2,0
ADO-00872,2024-06-19,Wednesday,12:00,CDMX-QUERÉTARO,Poniente,,24,13.0,54.2,304.0,3952.0,Baja,2024,6,June,2,0
ADO-02283,2024-04-07,Sunday,17:00,CDMX-TOLUCA,Norte,Ejecutivo,24,24.0,100.0,198.0,4752.0,Baja,2024,4,April,6,1
ADO-00011,2024-08-24,Saturday,14:00,CDMX-TOLUCA,Norte,Primera Plus,36,28.0,77.8,180.0,5040.0,Alta,2024,8,August,5,1
ADO-02130,2024-06-24,Monday,09:00,CDMX-PUEBLA,Norte,ADO GL,48,42.0,87.5,280.0,11760.0,Baja,2024,6,June,0,0
ADO-02376,2024-07-18,Thursday,17:00,CDMX-CUERNAVACA,Sur,ADO GL,48,46.0,95.8,220.0,10120.0,Alta,2024,7,July,3,0
ADO-01736,2024-09-12,Thursday,07:00,CDMX-QUERÉTARO,TAPO,ADO GL,48,29.0,60.4,320.0,9280.0,Baja,2024,9,September,3,0
ADO-01316,2024-04-26,Friday,12:00,CDMX-QUERÉTARO,Poniente,OCC,42,20.0,47.6,384.0,7680.0,Baja,2024,4,April,4,0
ADO-00755,2024-02-15,Thursday,15:00,CDMX-TOLUCA,Sur,ADO GL,48,25.0,52.1,180.0,4500.0,Baja,2024,2,February,3,0
ADO-00627,2024-11-22,Friday,09:00,CDMX-QUERÉTARO,Observatorio,ADO GL,48,32.0,66.7,352.0,11264.0,Baja,2024,11,November,4,0
ADO-02239,2024-11-19,Tuesday,16:00,CDMX-PUEBLA,Observatorio,ADO GL,48,28.0,58.3,308.0,8624.0,Baja,2024,11,November,1,0
ADO-01500,2024-02-14,Wednesday,10:00,CDMX-PUEBLA,TAPO,Ejecutivo,24,17.0,70.8,336.0,5712.0,Baja,2024,2,February,2,0
ADO-00130,2024-12-11,Wednesday,06:00,CDMX-CUERNAVACA,Observatorio,,48,28.0,58.3,220.0,6160.0,Alta,2024,12,December,2,0
ADO-00844,2024-01-22,Monday,18:00,CDMX-CUERNAVACA,Sur,ADO GL,48,40.0,83.3,264.0,10560.0,Alta,2024,1,January,0,0
ADO-00324,2024-02-24,Saturday,15:00,CDMX-QUERÉTARO,Observatorio,OCC,42,42.0,100.0,384.0,16128.0,Baja,2024,2,February,5,1
ADO-02342,2024-03-15,Friday,07:00,CDMX-TLAXCALA,Norte,ADO GL,48,40.0,83.3,264.0,10560.0,Baja,2024,3,March,4,0
ADO-01484,2024-07-18,Thursday,09:00,CDMX-PUEBLA,TAPO,Ejecutivo,24,18.0,75.0,280.0,5040.0,Alta,2024,7,July,3,0
ADO-01285,2024-10-13,Sunday,19:00,CDMX-PUEBLA,Poniente,ADO GL,48,43.0,89.6,280.0,12040.0,Baja,2024,10,October,6,1
ADO-02441,2024-08-10,Saturday,09:00,CDMX-TOLUCA,Poniente,ADO GL,48,48.0,100.0,198.0,9504.0,Alta,2024,8,August,5,1
ADO-00015,2024-10-02,Wednesday,19:00,CDMX-QUERÉTARO,Norte,OCC,42,24.0,57.1,320.0,7680.0,Baja,2024,10,October,2,0
ADO-00948,2024-05-12,Sunday,11:00,CDMX-QUERÉTARO,TAPO,OCC,42,32.0,76.2,352.0,11264.0,Baja,2024,5,May,6,1
ADO-00216,2024-11-17,Sunday,20:00,CDMX-TOLUCA,Observatorio,OCC,42,39.0,92.9,171.0,6669.0,Baja,2024,11,November,6,1
ADO-01663,2024-12-04,Wednesday,20:00,CDMX-CUERNAVACA,Norte,ADO GL,48,18.0,37.5,220.0,3960.0,Alta,2024,12,December,2,0
ADO-01981,2024-11-20,Wednesday,21:00,CDMX-QUERÉTARO,Norte,OCC,42,22.0,52.4,320.0,7040.0,Baja,2024,11,November,2,0
ADO-01183,2024-04-08,Monday,17:00,CDMX-TOLUCA,Poniente,OCC,42,38.0,90.5,216.0,8208.0,Baja,2024,4,April,0,0
ADO-01690,2024-06-04,Tuesday,15:00,CDMX-TOLUCA,Norte,Ejecutivo,24,14.0,58.3,180.0,2520.0,Baja,2024,6,June,1,0
ADO-02390,2024-05-22,Wednesday,13:00,CDMX-TOLUCA,Poniente,OCC,42,32.0,76.2,171.0,5472.0,Baja,2024,5,May,2,0
ADO-00865,2024-08-06,Tuesday,08:00,CDMX-CUERNAVACA,Sur,ADO GL,48,34.0,70.8,220.0,7480.0,Alta,2024,8,August,1,0
ADO-00517,2024-12-18,Wednesday,10:00,CDMX-QUERÉTARO,TAPO,Primera Plus,36,25.0,69.4,304.0,7600.0,Alta,2024,12,December,2,0
ADO-00598,2024-01-24,Wednesday,10:00,CDMX-PUEBLA,Norte,Primera Plus,36,19.0,52.8,280.0,5320.0,Alta,2024,1,January,2,0
ADO-00196,2024-06-28,Friday,17:00,CDMX-CUERNAVACA,Norte,Ejecutivo,24,20.0,83.3,264.0,5280.0,Baja,2024,6,June,4,0
ADO-01278,2024-11-13,Wednesday,09:00,CDMX-CUERNAVACA,TAPO,ADO GL,48,40.0,83.3,242.0,9680.0,Baja,2024,11,November,2,0
ADO-00289,2024-08-18,Sunday,10:00,CDMX-QUERÉTARO,TAPO,Ejecutivo,24,21.0,87.5,320.0,6720.0,Alta,2024,8,August,6,1
ADO-00951,2024-02-06,Tuesday,14:00,CDMX-CUERNAVACA,TAPO,OCC,42,26.0,61.9,242.0,6292.0,Baja,2024,2,February,1,0
ADO-02370,2024-11-10,Sunday,18:00,CDMX-TLAXCALA,Observatorio,Ejecutivo,24,24.0,100.0,240.0,5760.0,Baja,2024,11,November,6,1
ADO-01867,2024-10-15,Tuesday,10:00,CDMX-PUEBLA,Norte,OCC,42,32.0,76.2,336.0,10752.0,Baja,2024,10,October,1,0
ADO-02401,2024-03-15,Friday,09:00,CDMX-PACHUCA,Norte,ADO GL,48,34.0,70.8,190.0,6460.0,Baja,2024,3,March,4,0
ADO-01609,2024-05-03,Friday,18:00,CDMX-CUERNAVACA,Observatorio,Primera Plus,36,30.0,83.3,209.0,6270.0,Baja,2024,5,May,4,0
ADO-00550,2024-04-06,Saturday,12:00,CDMX-TOLUCA,Sur,OCC,42,32.0,76.2,216.0,6912.0,Baja,2024,4,April,5,1
ADO-00420,2024-12-10,Tuesday,15:00,CDMX-PACHUCA,Poniente,Ejecutivo,24,15.0,62.5,190.0,2850.0,Alta,2024,12,December,1,0
ADO-00923,2024-08-29,Thursday,08:00,CDMX-PACHUCA,Observatorio,ADO GL,48,39.0,81.2,190.0,7410.0,Alta,2024,8,August,3,0
ADO-02146,2024-08-10,Saturday,08:00,CDMX-TOLUCA,TAPO,OCC,42,42.0,100.0,198.0,8316.0,Alta,2024,8,August,5,1
ADO-00478,2024-01-27,Saturday,13:00,CDMX-PUEBLA,Sur,Ejecutivo,24,21.0,87.5,280.0,5880.0,Alta,2024,1,January,5,1
ADO-02387,2024-03-19,Tuesday,11:00,CDMX-CUERNAVACA,TAPO,Primera Plus,36,22.0,61.1,220.0,4840.0,Baja,2024,3,March,1,0
ADO-02425,2024-03-01,Friday,13:00,CDMX-QUERÉTARO,Sur,OCC,42,27.0,45.2,352.0,6688.0,Baja,2024,3,March,4,0
ADO-01472,2024-05-15,Wednesday,06:00,CDMX-QUERÉTARO,Poniente,OCC,42,24.0,57.1,320.0,7680.0,Baja,2024,5,May,2,0
ADO-00554,2024-12-26,Thursday,14:00,CDMX-QUERÉTARO,Sur,ADO GL,48,32.0,66.7,384.0,12288.0,Alta,2024,12,December,3,0
ADO-01203,2024-03-18,Monday,07:00,CDMX-CUERNAVACA,Sur,ADO GL,48,39.0,81.2,242.0,9438.0,Baja,2024,3,March,0,0
ADO-00391,2024-10-10,Thursday,16:00,CDMX-PUEBLA,TAPO,OCC,42,22.0,52.4,280.0,6160.0,Baja,2024,10,October,3,0
ADO-00579,2024-11-20,Wednesday,18:00,CDMX-TOLUCA,Sur,OCC,42,26.0,61.9,198.0,5148.0,Baja,2024,11,November,2,0
ADO-02332,2024-01-07,Sunday,22:00,CDMX-PUEBLA,Observatorio,ADO GL,48,40.0,83.3,336.0,13440.0,Alta,2024,1,January,6,1
ADO-01682,2024-11-23,Saturday,10:00,CDMX-PUEBLA,Poniente,OCC,42,35.0,83.3,266.0,9310.0,Baja,2024,11,November,5,1
ADO-02285,2024-04-14,Sunday,06:00,CDMX-PUEBLA,Poniente,OCC,42,33.0,78.6,280.0,9240.0,Baja,2024,4,April,6,1
ADO-00821,2024-03-13,Wednesday,06:00,CDMX-PACHUCA,Observatorio,OCC,42,24.0,57.1,180.5,4332.0,Baja,2024,3,March,2,0
ADO-02411,2024-07-15,Monday,18:00,CDMX-QUERÉTARO,TAPO,Primera Plus,36,32.0,88.9,320.0,10240.0,Alta,2024,7,July,0,0
ADO-01007,2024-09-29,Sunday,20:00,CDMX-QUERÉTARO,TAPO,ADO GL,48,45.0,93.8,320.0,14400.0,Baja,2024,9,September,6,1
ADO-01249,2024-03-23,Saturday,08:00,CDMX-PACHUCA,TAPO,ADO GL,48,48.0,100.0,209.0,10032.0,Baja,2024,3,March,5,1
ADO-01674,2024-02-05,Monday,11:00,CDMX-PUEBLA,Sur,ADO GL,48,25.0,52.1,280.0,7000.0,Baja,2024,2,February,0,0
ADO-00665,2024-11-11,Monday,15:00,CDMX-PACHUCA,Observatorio,Primera Plus,36,20.0,55.6,228.0,4560.0,Baja,2024,11,November,0,0
ADO-00143,2024-01-02,Tuesday,15:00,CDMX-QUERÉTARO,Poniente,OCC,42,19.0,45.2,352.0,6688.0,Alta,2024,1,January,1,0
ADO-02193,2024-04-19,Friday,08:00,CDMX-QUERÉTARO,Observatorio,ADO GL,48,48.0,100.0,320.0,15360.0,Baja,2024,4,April,4,0
ADO-00422,2024-11-01,Friday,18:00,CDMX-PUEBLA,Poniente,OCC,42,42.0,100.0,308.0,12936.0,Baja,2024,11,November,4,0
ADO-00800,2024-06-03,Monday,15:00,CDMX-PUEBLA,Poniente,Primera Plus,36,23.0,63.9,280.0,6440.0,Baja,2024,6,June,0,0
ADO-00616,2024-06-23,Sunday,15:00,CDMX-QUERÉTARO,TAPO,ADO GL,48,41.0,85.4,320.0,13120.0,Baja,2024,6,June,6,1
ADO-01319,2024-01-16,Tuesday,10:00,CDMX-QUERÉTARO,Norte,Primera Plus,36,20.0,55.6,304.0,6080.0,Alta,2024,1,January,1,0
ADO-00296,2024-01-27,Saturday,12:00,CDMX-CUERNAVACA,Observatorio,ADO GL,48,36.0,75.0,220.0,7920.0,Alta,2024,1,January,5,1
ADO-00402,2024-02-05,Monday,19:00,CDMX-TLAXCALA,Poniente,OCC,42,30.0,71.4,228.0,6840.0,Baja,2024,2,February,0,0
ADO-00089,2024-09-30,Monday,18:00,CDMX-PUEBLA,TAPO,Ejecutivo,24,17.0,70.8,266.0,4522.0,Baja,2024,9,September,0,0
ADO-02440,2024-05-24,Friday,16:00,CDMX-TLAXCALA,Observatorio,ADO GL,48,21.0,43.8,240.0,5040.0,Baja,2024,5,May,4,0
ADO-00132,2024-08-11,Sunday,21:00,CDMX-PACHUCA,Sur,Ejecutivo,24,20.0,83.3,190.0,3800.0,Alta,2024,8,August,6,1
ADO-01610,2024-01-27,Saturday,19:00,CDMX-TLAXCALA,Sur,Primera Plus,36,34.0,94.4,228.0,7752.0,Alta,2024,1,January,5,1
ADO-01599,2024-07-10,Wednesday,11:00,CDMX-PUEBLA,Sur,OCC,42,27.0,64.3,280.0,7560.0,Alta,2024,7,July,2,0
ADO-02451,2024-10-29,Tuesday,12:00,CDMX-CUERNAVACA,TAPO,OCC,42,22.0,52.4,242.0,5324.0,Baja,2024,10,October,1,0
ADO-01403,2024-08-31,Saturday,19:00,CDMX-CUERNAVACA,TAPO,Primera Plus,36,36.0,100.0,209.0,7524.0,Alta,2024,8,August,5,1
