id_corrida,fecha,dia_semana,horario_salida,ruta,terminal_origen,tipo_unidad,capacidad,pasajeros,ocupacion_pct,precio_boleto,ingresos_totales,temporada
ADO-00988,22/08/2024,Thursday,11:00,CDMX-Toluca,Poniente,ADO GL,48,36.0,75.0,180.0,6480.0,Alta
ADO-01928,2024-02-29,Thursday,20:00,CDMX-cuernavaca,Sur,ADO GL,48,29.0,60.4,209.0,6061.0,Baja
ADO-01608,2024/09/22,Sunday,16:00,CDMX - Pachuca,Poniente,ADO GL,48,48.0,100.0,228.0,10944.0,Baja
ADO-01010,2024/03/18,Monday,22:00,CDMX-Querétaro,Norte,Ejecutivo,24,14.0,58.3,352.0,4928.0,Baja
ADO-01199,2024/03/11,Monday,19:00,CDMX-Tlaxcala,Sur,OCC,42,34.0,81.0,264.0,8976.0,Baja
ADO-00590,23/09/2024,Monday,10:00,CDMX-Queretaro,TAPO,OCC,42,22.0,52.4,384.0,8448.0,Baja
ADO-00769,07/01/2024,Sunday,13:00,cdmx - puebla,Sur,OCC,42,32.0,76.2,280.0,8960.0,Alta
ADO-00018,27-08-2024,Tuesday,14:00,CDMX-Cuernavaca,TAPO,Ejecutivo,24,16.0,66.7,209.0,3344.0,Alta
ADO-01043,2024-12-20,Friday,17:00,CDMX - Puebla,TAPO,Primera Plus,36,33.0,91.7,280.0,9240.0,Alta
ADO-02065,2024-01-08,Monday,07:00,CDMX - Puebla,Poniente,Primera Plus,36,29.0,80.6,308.0,8932.0,Alta
ADO-00286,13/08/2024,Tuesday,21:00,CDMX-Toluca,Poniente,OCC,42,17.0,40.5,180.0,3060.0,Alta
ADO-00429,2024/10/05,Saturday,07:00,cdmx-queretaro,Observatorio,OCC,42,42.0,100.0,320.0,13440.0,Baja
ADO-01965,2024-11-30,Saturday,22:00,CDMX-Toluca,Poniente,Primera Plus,36,33.0,91.7,198.0,6534.0,Baja
ADO-01390,2024-02-05,Monday,19:00,CDMX-Tlaxcala,Norte,OCC,42,29.0,69.0,228.0,,Baja
ADO-00670,2024-11-16,Saturday,08:00,cdmx - puebla,Observatorio,Ejecutivo,24,24.0,100.0,266.0,6384.0,Baja
ADO-00032,2024-02-19,Monday,19:00,CDMX-Pachuca,Sur,ADO GL,48,48.0,100.0,209.0,10032.0,Baja
ADO-01342,2024-08-24,Saturday,16:00,CDMX-Toluca,Poniente,OCC,42,35.0,83.3,198.0,6930.0,Alta
ADO-00723,2024-10-20,Sunday,11:00,CDMX-Queretaro,Sur,Primera Plus,36,24.0,66.7,304.0,7296.0,Baja
ADO-00952,23/11/2024,Saturday,07:00,CDMX-Puebla,Norte,OCC,42,42.0,100.0,280.0,11760.0,Baja
ADO-01806,2024-11-11,Monday,09:00,cdmx-queretaro,Norte,ADO GL,48,29.0,60.4,320.0,9280.0,Baja
ADO-00215,2024/05/11,Saturday,11:00,CDMX-Querétaro,TAPO,Primera Plus,36,29.0,80.6,320.0,9280.0,Baja
ADO-01831,24-01-2024,Wednesday,20:00,CDMX-Queretaro,Poniente,OCC,42,30.0,71.4,384.0,11520.0,Alta
ADO-01165,2024-07-30,Tuesday,20:00,cdmx - puebla,Norte,ADO GL,48,37.0,77.1,280.0,10360.0,Alta
ADO-00327,31-05-2024,Friday,12:00,CDMX-cuernavaca,Observatorio,Primera Plus,36,28.0,77.8,209.0,5852.0,Baja
ADO-00561,2024-06-05,Wednesday,14:00,CDMX - Pachuca,Sur,OCC,42,28.0,66.7,190.0,5320.0,Baja
ADO-01087,29/07/2024,Monday,07:00,cdmx-queretaro,Poniente,,36,33.0,91.7,320.0,10560.0,Alta
ADO-01873,2024/06/08,Saturday,16:00,CDMX-Cuernavaca,Observatorio,Ejecutivo,24,19.0,79.2,220.0,4180.0,Baja
ADO-00342,2024-04-02,Tuesday,10:00,CDMX-Tlaxcala,Norte,OCC,42,28.0,66.7,264.0,7392.0,Baja
ADO-00148,2024-08-21,Wednesday,10:00,CDMX-Puebla,Poniente,OCC,42,20.0,47.6,280.0,5600.0,Alta
ADO-01883,19-03-2024,Tuesday,11:00,CDMX - Pachuca,TAPO,Primera Plus,36,18.0,50.0,209.0,3762.0,Baja
ADO-01108,2024-07-27,Saturday,08:00,cdmx-queretaro,Poniente,OCC,42,36.0,85.7,320.0,11520.0,Alta
ADO-00849,19/12/2024,Thursday,10:00,CDMX-Cuernavaca,Sur,OCC,42,24.0,57.1,220.0,5280.0,Alta
ADO-00967,22/04/2024,Monday,12:00,cdmx - puebla,Norte,OCC,42,23.0,54.8,266.0,6118.0,Baja
ADO-01073,24/10/2024,Thursday,14:00,CDMX-cuernavaca,Norte,OCC,42,27.0,64.3,242.0,6534.0,Baja
ADO-00156,2024/11/22,Friday,20:00,CDMX-Queretaro,TAPO,ADO GL,48,27.0,56.2,352.0,9504.0,Baja
ADO-01704,2024-01-04,Thursday,22:00,CDMX - Toluca,TAPO,OCC,42,32.0,76.2,180.0,5760.0,Alta
ADO-01642,2024-11-03,Sunday,18:00,cdmx-queretaro,Observatorio,Primera Plus,36,36.0,100.0,320.0,11520.0,Baja
ADO-01003,2024-02-04,Sunday,12:00,CDMX-Cuernavaca,Norte,,36,30.0,83.3,220.0,6600.0,Baja
ADO-01888,2024-02-12,Monday,20:00,CDMX - Puebla,Norte,Ejecutivo,24,16.0,66.7,336.0,5376.0,Baja
ADO-02111,2024-06-14,Friday,20:00,CDMX-Querétaro,Poniente,Ejecutivo,24,14.0,58.3,384.0,5376.0,Baja
ADO-01892,2024-01-11,Thursday,11:00,CDMX-Tlaxcala,Poniente,Ejecutivo,24,15.0,62.5,228.0,3420.0,Alta
ADO-02228,2024-09-02,Monday,21:00,cdmx-queretaro,Sur,ADO GL,48,,56.2,320.0,8640.0,Baja
ADO-02372,11/11/2024,Monday,20:00,CDMX-Toluca,Norte,Primera Plus,36,21.0,58.3,180.0,3780.0,Baja
ADO-01204,24-12-2024,Tuesday,15:00,CDMX-Cuernavaca,Norte,ADO GL,48,34.0,70.8,220.0,7480.0,Alta
ADO-01671,2024-12-20,Friday,21:00,CDMX-Queretaro,Poniente,Primera Plus,36,22.0,61.1,320.0,7040.0,Alta
ADO-02365,2024-01-09,Tuesday,08:00,CDMX - Puebla,Sur,ADO GL,48,34.0,70.8,280.0,9520.0,Alta
ADO-01753,2024-03-03,Sunday,08:00,CDMX-Pachuca,Norte,Ejecutivo,24,22.0,91.7,228.0,5016.0,Baja
ADO-01515,30/05/2024,Thursday,07:00,cdmx-queretaro,Norte,Ejecutivo,24,18.0,75.0,320.0,5760.0,Baja
ADO-01829,2024-06-14,Friday,16:00,CDMX-Queretaro,Sur,OCC,42,26.0,61.9,352.0,9152.0,Baja
ADO-02025,2024/12/12,Thursday,14:00,CDMX - Pachuca,Observatorio,ADO GL,48,13.0,27.1,180.5,2346.5,Alta
ADO-02261,12/03/2024,Tuesday,09:00,CDMX - Puebla,Poniente,Primera Plus,36,30.0,83.3,280.0,8400.0,Baja
ADO-00939,10/05/2024,Friday,18:00,CDMX-Pachuca,Poniente,OCC,42,34.0,81.0,180.5,6137.0,Baja
ADO-02263,2024-10-06,Sunday,22:00,CDMX-Puebla,Sur,OCC,42,41.0,97.6,266.0,10906.0,Baja
ADO-00347,2024-01-09,Tuesday,12:00,CDMX-Querétaro,TAPO,Ejecutivo,24,11.0,45.8,384.0,,Alta
ADO-02103,2024-02-15,Thursday,17:00,cdmx-queretaro,Norte,Primera Plus,36,25.0,69.4,320.0,8000.0,Baja
ADO-02495,26/07/2024,Friday,19:00,CDMX-cuernavaca,Norte,ADO GL,48,31.0,64.6,220.0,6820.0,Alta
ADO-01454,2024-02-26,Monday,19:00,CDMX-Pachuca,Norte,Ejecutivo,24,24.0,100.0,180.5,4332.0,Baja
ADO-00386,14/12/2024,Saturday,18:00,CDMX-cuernavaca,Observatorio,Ejecutivo,24,24.0,100.0,220.0,5280.0,Alta
ADO-01617,2024/02/12,Monday,06:00,CDMX - Puebla,TAPO,Ejecutivo,24,16.0,66.7,308.0,4928.0,Baja
ADO-01675,2024/12/07,Saturday,19:00,CDMX - Toluca,TAPO,ADO GL,48,48.0,100.0,180.0,8640.0,Alta
ADO-00244,2024/02/10,Saturday,14:00,CDMX-Puebla,Poniente,Primera Plus,36,34.0,94.4,336.0,11424.0,Baja
ADO-02486,25/07/2024,Thursday,07:00,CDMX-Tlaxcala,Sur,ADO GL,48,43.0,89.6,240.0,10320.0,Alta
ADO-00937,17/08/2024,Saturday,16:00,CDMX-Toluca,TAPO,Ejecutivo,24,,70.8,216.0,3672.0,Alta
ADO-02165,2024-04-04,Thursday,08:00,cdmx - puebla,Sur,Primera Plus,36,35.0,97.2,336.0,11760.0,Baja
ADO-00313,2024-12-19,Thursday,21:00,CDMX - Pachuca,Sur,ADO GL,48,35.0,72.9,190.0,6650.0,Alta
ADO-02459,2024-10-24,Thursday,15:00,CDMX-Querétaro,Poniente,Ejecutivo,24,17.0,70.8,352.0,5984.0,Baja
ADO-01560,04/10/2024,Friday,08:00,cdmx - puebla,Observatorio,Primera Plus,36,27.0,75.0,280.0,7560.0,Baja
ADO-01333,2024-03-14,Thursday,08:00,CDMX - Toluca,Observatorio,OCC,42,32.0,76.2,180.0,5760.0,Baja
ADO-00969,2024-06-20,Thursday,09:00,cdmx - puebla,Poniente,,48,38.0,79.2,308.0,11704.0,Baja
ADO-00661,09-05-2024,Thursday,09:00,CDMX-Querétaro,Observatorio,Primera Plus,36,26.0,72.2,320.0,8320.0,Baja
ADO-00936,2024/08/30,Friday,10:00,CDMX-Queretaro,TAPO,OCC,42,24.0,57.1,320.0,7680.0,Alta
ADO-00371,2024-07-10,Wednesday,21:00,CDMX-Puebla,TAPO,OCC,42,27.0,64.3,280.0,7560.0,Alta
ADO-00567,2024-05-31,Friday,19:00,CDMX-Queretaro,Sur,OCC,42,23.0,54.8,304.0,6992.0,Baja
ADO-02002,2024-09-14,Saturday,20:00,CDMX-Queretaro,Poniente,Ejecutivo,24,19.0,79.2,352.0,6688.0,Baja
ADO-00825,2024-07-13,Saturday,09:00,CDMX-Cuernavaca,Sur,ADO GL,48,45.0,93.8,264.0,11880.0,Alta
ADO-00983,2024-06-15,Saturday,09:00,CDMX-Querétaro,Poniente,ADO GL,48,42.0,87.5,320.0,13440.0,Baja
ADO-02024,2024-04-04,Thursday,20:00,cdmx-queretaro,Sur,,36,17.0,47.2,320.0,5440.0,Baja
ADO-01507,10/09/2024,Tuesday,22:00,CDMX-Pachuca,Poniente,Ejecutivo,24,17.0,70.8,209.0,3553.0,Baja
ADO-02167,2024-10-18,Friday,10:00,CDMX-Puebla,Norte,ADO GL,48,26.0,54.2,280.0,7280.0,Baja
ADO-01747,2024-12-22,Sunday,19:00,CDMX - Puebla,Observatorio,OCC,42,42.0,100.0,280.0,11760.0,Alta
ADO-00814,2024-08-08,Thursday,08:00,cdmx-queretaro,Sur,Ejecutivo,24,19.0,79.2,352.0,6688.0,Alta
ADO-01431,2024-08-30,Friday,07:00,CDMX - Puebla,Observatorio,Ejecutivo,24,20.0,83.3,266.0,5320.0,Alta
ADO-00779,02/07/2024,Tuesday,10:00,CDMX - Pachuca,TAPO,ADO GL,48,30.0,62.5,209.0,6270.0,Alta
ADO-01321,2024-07-25,Thursday,15:00,CDMX-Tlaxcala,Observatorio,ADO GL,48,31.0,64.6,240.0,7440.0,Alta
ADO-01557,05/11/2024,Tuesday,20:00,cdmx - puebla,Norte,OCC,42,31.0,73.8,266.0,8246.0,Baja
ADO-01053,2024-03-01,Friday,10:00,CDMX-Querétaro,Poniente,Primera Plus,36,25.0,69.4,320.0,8000.0,Baja
ADO-01856,2024-09-25,Wednesday,10:00,CDMX - Toluca,Sur,OCC,42,23.0,54.8,180.0,4140.0,Baja
ADO-01014,2024-06-16,Sunday,22:00,CDMX - Toluca,Sur,OCC,42,,76.2,180.0,5760.0,Baja
ADO-01402,23/05/2024,Thursday,13:00,CDMX - Pachuca,Sur,ADO GL,48,34.0,70.8,228.0,7752.0,Baja
ADO-01750,2024-10-01,Tuesday,07:00,CDMX-cuernavaca,Poniente,Ejecutivo,24,22.0,91.7,220.0,4840.0,Baja
ADO-02090,03/08/2024,Saturday,09:00,CDMX-Puebla,Norte,ADO GL,48,48.0,100.0,280.0,13440.0,Alta
ADO-02326,2024-01-18,Thursday,19:00,CDMX-Queretaro,TAPO,OCC,42,36.0,85.7,320.0,11520.0,Alta
ADO-00127,2024-05-27,Monday,09:00,CDMX - Toluca,Norte,OCC,42,28.0,66.7,171.0,4788.0,Baja
ADO-00888,2024-11-23,Saturday,16:00,CDMX-Querétaro,Poniente,Primera Plus,36,29.0,80.6,320.0,9280.0,Baja
ADO-02060,19-10-2024,Saturday,10:00,CDMX-Querétaro,Observatorio,Primera Plus,36,,86.1,320.0,9920.0,Baja
ADO-01348,2024-11-21,Thursday,22:00,CDMX-Tlaxcala,Sur,,24,18.0,75.0,228.0,4104.0,Baja
ADO-01008,2024/08/22,Thursday,08:00,cdmx - puebla,Poniente,OCC,42,36.0,85.7,280.0,10080.0,Alta
ADO-00356,2024-10-12,Saturday,10:00,CDMX-Cuernavaca,Poniente,OCC,42,,71.4,220.0,6600.0,Baja
ADO-01004,28-11-2024,Thursday,12:00,CDMX - Toluca,Norte,Primera Plus,36,20.0,55.6,180.0,,Baja
ADO-00683,2024-04-27,Saturday,22:00,cdmx - puebla,Poniente,ADO GL,48,37.0,77.1,280.0,10360.0,Baja
ADO-00828,2024/01/10,Wednesday,17:00,cdmx-queretaro,Norte,ADO GL,48,35.0,72.9,320.0,11200.0,Alta
ADO-01852,06/10/2024,Sunday,16:00,CDMX - Toluca,Norte,Primera Plus,36,36.0,100.0,198.0,7128.0,Baja
ADO-00985,2024-01-28,Sunday,10:00,CDMX-Toluca,Observatorio,Primera Plus,36,30.0,83.3,198.0,5940.0,Alta
ADO-01234,2024-10-28,Monday,21:00,CDMX-Puebla,Norte,Ejecutivo,24,23.0,95.8,308.0,7084.0,Baja
ADO-02474,2024-01-02,Tuesday,17:00,CDMX-cuernavaca,Norte,Ejecutivo,24,15.0,62.5,209.0,3135.0,Alta
ADO-00141,2024-05-04,Saturday,10:00,CDMX - Toluca,Poniente,OCC,42,36.0,85.7,216.0,7776.0,Baja
ADO-00218,2024-11-19,Tuesday,14:00,CDMX-Queretaro,Norte,Ejecutivo,24,14.0,58.3,384.0,5376.0,Baja
ADO-02067,2024-10-22,Tuesday,20:00,CDMX-Toluca,Sur,,36,12.0,33.3,216.0,2592.0,Baja
ADO-02175,11/01/2024,Thursday,21:00,CDMX-Pachuca,Norte,OCC,42,23.0,54.8,180.5,4151.5,Alta
ADO-02237,2024-02-24,Saturday,16:00,cdmx - puebla,Observatorio,OCC,42,35.0,83.3,280.0,9800.0,Baja
ADO-01741,17-06-2024,Monday,07:00,CDMX-Tlaxcala,Sur,Primera Plus,36,28.0,77.8,240.0,6720.0,Baja
ADO-01489,22/02/2024,Thursday,22:00,CDMX - Pachuca,Poniente,Primera Plus,36,16.0,44.4,228.0,3648.0,Baja
ADO-00023,27-02-2024,Tuesday,15:00,cdmx-queretaro,TAPO,Primera Plus,36,23.0,63.9,320.0,7360.0,Baja
ADO-00712,01/01/2024,Monday,08:00,CDMX - Puebla,Sur,ADO GL,48,37.0,77.1,280.0,10360.0,Alta
ADO-01158,07/09/2024,Saturday,18:00,CDMX - Toluca,Norte,OCC,42,42.0,100.0,216.0,9072.0,Baja
ADO-01801,2024-04-03,Wednesday,22:00,CDMX - Pachuca,Poniente,Ejecutivo,24,21.0,87.5,190.0,3990.0,Baja
ADO-00872,2024-06-19,Wednesday,12:00,cdmx-queretaro,Poniente,,24,13.0,54.2,304.0,3952.0,Baja
ADO-02283,07/04/2024,Sunday,17:00,CDMX-Toluca,Norte,Ejecutivo,24,24.0,100.0,198.0,4752.0,Baja
ADO-00011,2024-08-24,Saturday,14:00,CDMX-Toluca,Norte,Primera Plus,36,28.0,77.8,180.0,5040.0,Alta
ADO-02130,24/06/2024,Monday,09:00,CDMX - Puebla,Norte,ADO GL,48,42.0,87.5,280.0,11760.0,Baja
ADO-02376,2024-07-18,Thursday,17:00,CDMX-cuernavaca,Sur,ADO GL,48,46.0,95.8,220.0,10120.0,Alta
ADO-01736,12-09-2024,Thursday,07:00,CDMX-Querétaro,TAPO,ADO GL,48,29.0,60.4,320.0,9280.0,Baja
ADO-01316,2024-04-26,Friday,12:00,CDMX-Querétaro,Poniente,OCC,42,20.0,47.6,384.0,7680.0,Baja
ADO-00755,2024-02-15,Thursday,15:00,CDMX - Toluca,Sur,ADO GL,48,25.0,52.1,180.0,4500.0,Baja
ADO-00627,2024-11-22,Friday,09:00,cdmx-queretaro,Observatorio,ADO GL,48,32.0,66.7,352.0,11264.0,Baja
ADO-02239,19/11/2024,Tuesday,16:00,CDMX - Puebla,Observatorio,ADO GL,48,28.0,58.3,308.0,8624.0,Baja
ADO-01500,2024/02/14,Wednesday,10:00,cdmx - puebla,TAPO,Ejecutivo,24,17.0,70.8,336.0,5712.0,Baja
ADO-00130,11/12/2024,Wednesday,06:00,CDMX-cuernavaca,Observatorio,,48,28.0,58.3,220.0,6160.0,Alta
ADO-00844,2024/01/22,Monday,18:00,CDMX-cuernavaca,Sur,ADO GL,48,40.0,83.3,264.0,10560.0,Alta
ADO-00324,2024-02-24,Saturday,15:00,cdmx-queretaro,Observatorio,OCC,42,42.0,100.0,384.0,16128.0,Baja
ADO-02342,2024-03-15,Friday,07:00,CDMX-Tlaxcala,Norte,ADO GL,48,40.0,83.3,264.0,10560.0,Baja
ADO-01484,2024-07-18,Thursday,09:00,CDMX - Puebla,TAPO,Ejecutivo,24,18.0,75.0,280.0,5040.0,Alta
ADO-01285,13/10/2024,Sunday,19:00,CDMX-Puebla,Poniente,ADO GL,48,43.0,89.6,280.0,12040.0,Baja
ADO-02441,10/08/2024,Saturday,09:00,CDMX-Toluca,Poniente,ADO GL,48,48.0,100.0,198.0,9504.0,Alta
ADO-00015,2024/10/02,Wednesday,19:00,CDMX-Queretaro,Norte,OCC,42,24.0,57.1,320.0,7680.0,Baja
ADO-00948,2024/05/12,Sunday,11:00,CDMX-Queretaro,TAPO,OCC,42,32.0,76.2,352.0,11264.0,Baja
ADO-00216,17/11/2024,Sunday,20:00,CDMX - Toluca,Observatorio,OCC,42,39.0,92.9,171.0,6669.0,Baja
ADO-01663,2024/12/04,Wednesday,20:00,CDMX-Cuernavaca,Norte,ADO GL,48,18.0,37.5,220.0,3960.0,Alta
ADO-01981,20/11/2024,Wednesday,21:00,CDMX-Queretaro,Norte,OCC,42,22.0,52.4,320.0,7040.0,Baja
ADO-01183,2024-04-08,Monday,17:00,CDMX - Toluca,Poniente,OCC,42,38.0,90.5,216.0,8208.0,Baja
ADO-01690,2024-06-04,Tuesday,15:00,CDMX - Toluca,Norte,Ejecutivo,24,14.0,58.3,180.0,2520.0,Baja
ADO-02390,2024-05-22,Wednesday,13:00,CDMX - Toluca,Poniente,OCC,42,32.0,76.2,171.0,5472.0,Baja
ADO-00865,2024-08-06,Tuesday,08:00,CDMX-Cuernavaca,Sur,ADO GL,48,34.0,70.8,220.0,7480.0,Alta
ADO-00517,2024/12/18,Wednesday,10:00,CDMX-Queretaro,TAPO,Primera Plus,36,25.0,69.4,304.0,7600.0,Alta
ADO-00598,24-01-2024,Wednesday,10:00,CDMX-Puebla,Norte,Primera Plus,36,19.0,52.8,280.0,5320.0,Alta
ADO-00196,2024-06-28,Friday,17:00,CDMX-Cuernavaca,Norte,Ejecutivo,24,20.0,83.3,264.0,5280.0,Baja
ADO-01278,2024-11-13,Wednesday,09:00,CDMX-cuernavaca,TAPO,ADO GL,48,40.0,83.3,242.0,9680.0,Baja
ADO-00289,2024/08/18,Sunday,10:00,CDMX-Querétaro,TAPO,Ejecutivo,24,21.0,87.5,320.0,6720.0,Alta
ADO-00951,2024-02-06,Tuesday,14:00,CDMX-cuernavaca,TAPO,OCC,42,26.0,61.9,242.0,6292.0,Baja
ADO-02370,2024-11-10,Sunday,18:00,CDMX-Tlaxcala,Observatorio,Ejecutivo,24,24.0,100.0,240.0,5760.0,Baja
ADO-01867,15/10/2024,Tuesday,10:00,cdmx - puebla,Norte,OCC,42,32.0,76.2,336.0,10752.0,Baja
ADO-02401,2024-03-15,Friday,09:00,CDMX-Pachuca,Norte,ADO GL,48,34.0,70.8,190.0,6460.0,Baja
ADO-01121,2024-02-03,Saturday,19:00,cdmx-queretaro,Sur,ADO GL,48,48.0,100.0,304.0,-14592.0,Baja
ADO-01609,2024-05-03,Friday,18:00,CDMX-Cuernavaca,Observatorio,Primera Plus,36,30.0,83.3,209.0,6270.0,Baja
ADO-00550,06-04-2024,Saturday,12:00,CDMX - Toluca,Sur,OCC,42,32.0,76.2,216.0,6912.0,Baja
ADO-00157,2024/12/12,Thursday,11:00,CDMX-Cuernavaca,Sur,Ejecutivo,24,26.0,83.3,220.0,4400.0,Alta
ADO-00420,2024-12-10,Tuesday,15:00,CDMX - Pachuca,Poniente,Ejecutivo,24,15.0,62.5,190.0,2850.0,Alta
ADO-00923,2024/08/29,Thursday,08:00,CDMX-Pachuca,Observatorio,ADO GL,48,39.0,81.2,190.0,7410.0,Alta
ADO-02146,2024-08-10,Saturday,08:00,CDMX-Toluca,TAPO,OCC,42,42.0,100.0,198.0,8316.0,Alta
ADO-00478,27-01-2024,Saturday,13:00,CDMX - Puebla,Sur,Ejecutivo,24,21.0,87.5,280.0,5880.0,Alta
ADO-02387,19-03-2024,Tuesday,11:00,CDMX-Cuernavaca,TAPO,Primera Plus,36,22.0,61.1,220.0,4840.0,Baja
ADO-02425,2024-03-01,Friday,13:00,CDMX-Queretaro,Sur,OCC,42,,45.2,352.0,6688.0,Baja
ADO-01472,2024/05/15,Wednesday,06:00,CDMX-Querétaro,Poniente,OCC,42,24.0,57.1,320.0,7680.0,Baja
ADO-00554,2024-12-26,Thursday,14:00,CDMX-Querétaro,Sur,ADO GL,48,32.0,66.7,384.0,12288.0,Alta
ADO-01203,18-03-2024,Monday,07:00,CDMX-cuernavaca,Sur,ADO GL,48,39.0,81.2,242.0,9438.0,Baja
ADO-00391,2024-10-10,Thursday,16:00,cdmx - puebla,TAPO,OCC,42,22.0,52.4,280.0,6160.0,Baja
ADO-00579,2024-11-20,Wednesday,18:00,CDMX-Toluca,Sur,OCC,42,26.0,61.9,198.0,5148.0,Baja
ADO-02332,2024-01-07,Sunday,22:00,cdmx - puebla,Observatorio,ADO GL,48,40.0,83.3,336.0,13440.0,Alta
ADO-01682,2024/11/23,Saturday,10:00,CDMX-Puebla,Poniente,OCC,42,35.0,83.3,266.0,9310.0,Baja
ADO-02285,2024-04-14,Sunday,06:00,cdmx - puebla,Poniente,OCC,42,33.0,78.6,280.0,9240.0,Baja
ADO-00821,2024-03-13,Wednesday,06:00,CDMX - Pachuca,Observatorio,OCC,42,24.0,57.1,180.5,4332.0,Baja
ADO-02411,2024-07-15,Monday,18:00,CDMX-Queretaro,TAPO,Primera Plus,36,32.0,88.9,320.0,10240.0,Alta
ADO-01007,29-09-2024,Sunday,20:00,CDMX-Queretaro,TAPO,ADO GL,48,45.0,93.8,320.0,14400.0,Baja
ADO-01249,23/03/2024,Saturday,08:00,CDMX - Pachuca,TAPO,ADO GL,48,48.0,100.0,209.0,10032.0,Baja
ADO-01674,2024/02/05,Monday,11:00,CDMX - Puebla,Sur,ADO GL,48,25.0,52.1,280.0,7000.0,Baja
ADO-00665,2024-11-11,Monday,15:00,CDMX-Pachuca,Observatorio,Primera Plus,36,20.0,55.6,228.0,4560.0,Baja
ADO-02233,2024-12-04,Wednesday,10:00,CDMX - Puebla,Poniente,Primera Plus,36,18.2,38.9,280.0,3920.0,Alta
ADO-00143,2024-01-02,Tuesday,15:00,CDMX-Queretaro,Poniente,OCC,42,19.0,45.2,352.0,,Alta
ADO-02193,2024-04-19,Friday,08:00,CDMX-Queretaro,Observatorio,ADO GL,48,48.0,100.0,320.0,15360.0,Baja
ADO-01868,2024-10-30,Wednesday,14:00,CDMX-cuernavaca,Poniente,OCC,42,32.0,76.2,220.0,7040.0,Baja
ADO-00422,01/11/2024,Friday,18:00,CDMX - Puebla,Poniente,OCC,42,42.0,100.0,308.0,12936.0,Baja
ADO-00800,2024-06-03,Monday,15:00,CDMX-Puebla,Poniente,Primera Plus,36,23.0,63.9,280.0,6440.0,Baja
ADO-00616,23-06-2024,Sunday,15:00,cdmx-queretaro,TAPO,ADO GL,48,41.0,85.4,320.0,13120.0,Baja
ADO-01319,2024-01-16,Tuesday,10:00,cdmx-queretaro,Norte,Primera Plus,36,20.0,55.6,304.0,6080.0,Alta
ADO-00296,2024-01-27,Saturday,12:00,CDMX-cuernavaca,Observatorio,ADO GL,48,36.0,75.0,220.0,7920.0,Alta
ADO-00402,2024-02-05,Monday,19:00,CDMX-Tlaxcala,Poniente,OCC,42,30.0,71.4,228.0,6840.0,Baja
ADO-00089,2024-09-30,Monday,18:00,CDMX-Puebla,TAPO,Ejecutivo,24,17.0,70.8,266.0,4522.0,Baja
ADO-02440,24/05/2024,Friday,16:00,CDMX-Tlaxcala,Observatorio,ADO GL,48,21.0,43.8,240.0,,Baja
ADO-02480,2024-05-23,Thursday,19:00,cdmx-queretaro,Observatorio,Ejecutivo,24,21.0,87.5,320.0,6720.0,Baja
ADO-00132,2024-08-11,Sunday,21:00,CDMX-Pachuca,Sur,Ejecutivo,24,20.0,83.3,190.0,3800.0,Alta
ADO-01610,2024-01-27,Saturday,19:00,CDMX-Tlaxcala,Sur,Primera Plus,36,34.0,94.4,228.0,7752.0,Alta
ADO-01599,10-07-2024,Wednesday,11:00,CDMX - Puebla,Sur,OCC,42,27.0,64.3,280.0,7560.0,Alta
ADO-02451,2024/10/29,Tuesday,12:00,CDMX-cuernavaca,TAPO,OCC,42,22.0,52.4,242.0,5324.0,Baja
ADO-01403,2024/08/31,Saturday,19:00,CDMX-Cuernavaca,TAPO,Primera Plus,36,36.0,100.0,209.0,7524.0,Alta
ADO-02132,2024-06-28,Friday,08:00,CDMX-Pachuca,Sur,ADO GL,48,38.0,79.2,190.0,7220.0,Baja
ADO-02186,2024-08-19,Monday,19:00,CDMX-Queretaro,Poniente,Ejecutivo,24,23.0,95.8,320.0,7360.0,Alta
ADO-02046,2024-06-07,Friday,19:00,cdmx - puebla,Poniente,ADO GL,48,44.0,91.7,266.0,11704.0,Baja
ADO-00725,2024/07/01,Monday,09:00,CDMX - Puebla,TAPO,Ejecutivo,24,19.0,79.2,266.0,5054.0,Alta
ADO-01315,25-07-2024,Thursday,06:00,CDMX-Toluca,Observatorio,OCC,42,27.0,64.3,180.0,4860.0,Alta
ADO-01809,2024/10/09,Wednesday,11:00,CDMX-Cuernavaca,Observatorio,Ejecutivo,24,11.0,45.8,220.0,2420.0,Baja
ADO-00270,2024-09-08,Sunday,09:00,CDMX-Querétaro,TAPO,Primera Plus,36,36.0,100.0,352.0,12672.0,Baja
ADO-02085,2024-11-02,Saturday,13:00,CDMX - Toluca,Norte,OCC,42,32.0,76.2,180.0,5760.0,Baja
ADO-02257,16-06-2024,Sunday,21:00,CDMX-Cuernavaca,Poniente,ADO GL,48,45.0,93.8,220.0,9900.0,Baja
ADO-01373,2024-07-03,Wednesday,18:00,CDMX-Toluca,Sur,Primera Plus,36,22.0,61.1,198.0,4356.0,Alta
ADO-00918,2024-08-20,Tuesday,19:00,CDMX-Cuernavaca,Sur,OCC,42,34.0,81.0,220.0,7480.0,Alta
ADO-02288,2024-01-16,Tuesday,21:00,CDMX-Puebla,Sur,OCC,42,26.0,61.9,308.0,8008.0,Alta
ADO-01320,03/12/2024,Tuesday,16:00,cdmx-queretaro,Sur,Primera Plus,36,22.0,61.1,352.0,7744.0,Alta
